################################################################
# abuse.ch URLhaus Database Dump (CSV - recent URLs only)      #
# Last updated: 2026-05-09 17:39:10 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"3843152","2026-05-09 17:04:20","http://api.serverdatahub.pics/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843152/","anonymous"
"3843153","2026-05-09 17:04:20","https://api.serverdatahub.pics/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843153/","anonymous"
"3843151","2026-05-09 17:01:11","https://txt.textits.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 17:01:11","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843151/","anonymous"
"3843150","2026-05-09 16:59:24","http://bin.serverdatahub.pics/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843150/","anonymous"
"3843149","2026-05-09 16:59:11","https://bin.serverdatahub.pics/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 16:59:11","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843149/","anonymous"
"3843148","2026-05-09 16:58:10","http://61.158.158.106:38763/bin.sh","online","2026-05-09 16:58:10","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843148/","geenensp"
"3843147","2026-05-09 16:57:17","https://srv.serverdatahub.pics/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 16:57:17","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843147/","anonymous"
"3843146","2026-05-09 16:57:16","https://git.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:57:16","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843146/","anonymous"
"3843145","2026-05-09 16:57:14","http://27.194.42.82:55536/i","online","2026-05-09 16:57:14","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843145/","geenensp"
"3843144","2026-05-09 16:52:22","http://115.50.30.85:54299/i","online","2026-05-09 16:52:22","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843144/","geenensp"
"3843143","2026-05-09 16:50:19","https://dev.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:50:19","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843143/","anonymous"
"3843142","2026-05-09 16:46:11","https://logs.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:46:11","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843142/","anonymous"
"3843141","2026-05-09 16:45:23","http://42.229.90.122:60552/i","online","2026-05-09 16:45:23","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843141/","geenensp"
"3843140","2026-05-09 16:40:17","https://api.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:40:17","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843140/","anonymous"
"3843139","2026-05-09 16:39:18","http://27.194.42.82:55536/bin.sh","online","2026-05-09 16:39:18","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843139/","geenensp"
"3843138","2026-05-09 16:36:12","http://110.37.48.94:40016/bin.sh","online","2026-05-09 16:36:12","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843138/","geenensp"
"3843137","2026-05-09 16:35:14","https://bin.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:35:14","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843137/","anonymous"
"3843136","2026-05-09 16:28:12","https://srv.coderlap.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:28:12","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843136/","anonymous"
"3843135","2026-05-09 16:20:17","http://42.229.90.122:60552/bin.sh","online","2026-05-09 16:20:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843135/","geenensp"
"3843134","2026-05-09 16:20:15","http://196.190.69.149:56657/i","online","2026-05-09 16:20:15","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843134/","geenensp"
"3843133","2026-05-09 16:13:25","http://ion-rich.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843133/","anonymous"
"3843132","2026-05-09 16:13:13","https://ion-rich.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:13:13","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843132/","anonymous"
"3843131","2026-05-09 16:11:12","http://123.12.239.207:41734/i","online","2026-05-09 16:11:12","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843131/","geenensp"
"3843130","2026-05-09 16:07:22","https://major-pur.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843130/","anonymous"
"3843129","2026-05-09 16:05:22","http://110.36.89.45:46808/i","online","2026-05-09 16:05:22","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843129/","geenensp"
"3843128","2026-05-09 16:02:13","https://nimbleshoal.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 16:02:13","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843128/","anonymous"
"3843127","2026-05-09 15:59:13","http://83.228.109.209:37115/i","online","2026-05-09 15:59:13","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843127/","geenensp"
"3843126","2026-05-09 15:56:15","https://quorlithix3.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:56:15","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843126/","anonymous"
"3843125","2026-05-09 15:56:13","https://target1-loop.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:56:13","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843125/","anonymous"
"3843124","2026-05-09 15:55:21","http://196.190.69.149:56657/bin.sh","online","2026-05-09 15:55:21","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843124/","geenensp"
"3843123","2026-05-09 15:52:21","http://81.29.156.139/bot.exe","online","2026-05-09 16:03:43","malware_download","exe,opendir","https://urlhaus.abuse.ch/url/3843123/","botnetkiller"
"3843122","2026-05-09 15:51:26","http://81.29.156.139/arm5","online","2026-05-09 15:51:26","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843122/","botnetkiller"
"3843115","2026-05-09 15:51:25","http://81.29.156.139/arm","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843115/","botnetkiller"
"3843116","2026-05-09 15:51:25","http://81.29.156.139/amd64","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843116/","botnetkiller"
"3843117","2026-05-09 15:51:25","http://81.29.156.139/arm64","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843117/","botnetkiller"
"3843118","2026-05-09 15:51:25","http://81.29.156.139/x86","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843118/","botnetkiller"
"3843119","2026-05-09 15:51:25","http://81.29.156.139/i386","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843119/","botnetkiller"
"3843120","2026-05-09 15:51:25","http://81.29.156.139/mipsle","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843120/","botnetkiller"
"3843121","2026-05-09 15:51:25","http://81.29.156.139/android_arm64","online","2026-05-09 15:51:25","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843121/","botnetkiller"
"3843114","2026-05-09 15:51:18","http://81.29.156.139/miner.sh","offline","","malware_download","opendir,sh,ua-wget","https://urlhaus.abuse.ch/url/3843114/","botnetkiller"
"3843113","2026-05-09 15:51:17","https://quooasis.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:51:17","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843113/","anonymous"
"3843110","2026-05-09 15:51:14","http://81.29.156.139/arm6","online","2026-05-09 15:51:14","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843110/","botnetkiller"
"3843111","2026-05-09 15:51:14","http://81.29.156.139/mips","online","2026-05-09 15:51:14","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843111/","botnetkiller"
"3843112","2026-05-09 15:51:14","http://81.29.156.139/armv7l","online","2026-05-09 15:51:14","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843112/","botnetkiller"
"3843108","2026-05-09 15:51:13","http://81.29.156.139/bins.sh","online","2026-05-09 15:51:13","malware_download","mirai,opendir,sh,ua-wget","https://urlhaus.abuse.ch/url/3843108/","botnetkiller"
"3843109","2026-05-09 15:51:13","http://81.29.156.139/android_arm","online","2026-05-09 15:51:13","malware_download","elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3843109/","botnetkiller"
"3843107","2026-05-09 15:50:16","https://arkcoreos4.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:50:16","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843107/","anonymous"
"3843105","2026-05-09 15:48:17","http://110.37.80.62:35866/i","online","2026-05-09 15:48:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843105/","geenensp"
"3843106","2026-05-09 15:48:17","http://115.63.45.52:44678/i","online","2026-05-09 15:48:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843106/","geenensp"
"3843104","2026-05-09 15:47:23","http://123.9.73.164:48945/bin.sh","online","2026-05-09 15:47:23","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843104/","geenensp"
"3843101","2026-05-09 15:45:23","https://klhadsd.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843101/","anonymous"
"3843102","2026-05-09 15:45:23","http://klhadsd.adi8hesplayer.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843102/","anonymous"
"3843103","2026-05-09 15:45:23","http://110.37.80.62:35866/bin.sh","online","2026-05-09 15:45:23","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843103/","geenensp"
"3843100","2026-05-09 15:45:15","https://utf28.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:45:15","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843100/","anonymous"
"3843098","2026-05-09 15:39:20","http://92vm44.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843098/","anonymous"
"3843099","2026-05-09 15:39:20","https://92vm44.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843099/","anonymous"
"3843097","2026-05-09 15:39:10","https://vrml.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:39:10","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843097/","anonymous"
"3843096","2026-05-09 15:38:15","http://83.228.109.209:37115/bin.sh","online","2026-05-09 15:38:15","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843096/","geenensp"
"3843095","2026-05-09 15:32:21","https://5dc3.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843095/","anonymous"
"3843094","2026-05-09 15:32:19","http://42.239.227.226:46170/i","online","2026-05-09 15:32:19","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843094/","geenensp"
"3843093","2026-05-09 15:32:13","https://llm325.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:32:13","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843093/","anonymous"
"3843092","2026-05-09 15:29:13","https://harvestultr.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:29:13","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843092/","anonymous"
"3843091","2026-05-09 15:28:19","http://218.60.190.100:47890/i","online","2026-05-09 15:28:19","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843091/","geenensp"
"3843090","2026-05-09 15:28:18","https://twdhpaua.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:28:18","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843090/","anonymous"
"3843089","2026-05-09 15:24:22","http://wildmemory.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843089/","anonymous"
"3843088","2026-05-09 15:24:15","https://wildmemory.frostmirelens.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:24:15","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843088/","anonymous"
"3843087","2026-05-09 15:22:22","http://123.8.3.19:49578/i","online","2026-05-09 15:22:22","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843087/","geenensp"
"3843086","2026-05-09 15:19:23","https://d35ign4-vault.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843086/","anonymous"
"3843085","2026-05-09 15:19:14","http://222.138.116.30:54181/i","online","2026-05-09 15:19:14","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843085/","geenensp"
"3843084","2026-05-09 15:17:18","http://182.113.44.159:57112/i","online","2026-05-09 15:17:18","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843084/","geenensp"
"3843083","2026-05-09 15:15:13","http://110.36.89.45:46808/bin.sh","online","2026-05-09 15:15:13","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843083/","geenensp"
"3843082","2026-05-09 15:14:20","http://222.138.116.30:54181/bin.sh","online","2026-05-09 15:14:20","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843082/","geenensp"
"3843081","2026-05-09 15:14:11","https://compi-canva.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:14:11","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843081/","anonymous"
"3843080","2026-05-09 15:13:15","https://pipelin6-crest.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:13:15","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843080/","anonymous"
"3843079","2026-05-09 15:13:09","http://110.37.74.205:46178/i","online","2026-05-09 15:13:09","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843079/","geenensp"
"3843078","2026-05-09 15:08:18","https://xmbf.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:08:18","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843078/","anonymous"
"3843077","2026-05-09 15:08:12","https://canvas-port.qu2ntitative-tenero.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:08:12","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843077/","anonymous"
"3843076","2026-05-09 15:07:10","http://61.52.159.13:53493/bin.sh","online","2026-05-09 15:07:10","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843076/","geenensp"
"3843075","2026-05-09 15:06:15","http://42.239.227.226:46170/bin.sh","online","2026-05-09 15:06:15","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843075/","geenensp"
"3843074","2026-05-09 15:05:19","http://182.116.48.229:50070/i","online","2026-05-09 15:05:19","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843074/","geenensp"
"3843073","2026-05-09 15:04:10","http://110.37.111.178:42366/bin.sh","online","2026-05-09 15:04:10","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843073/","geenensp"
"3843072","2026-05-09 15:03:17","https://reagentshield.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 15:03:17","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843072/","anonymous"
"3843071","2026-05-09 15:03:11","https://dynamicregi.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 15:03:11","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843071/","anonymous"
"3843070","2026-05-09 14:59:21","http://manifestvita.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843070/","anonymous"
"3843069","2026-05-09 14:59:18","http://182.116.48.229:50070/bin.sh","online","2026-05-09 14:59:18","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843069/","geenensp"
"3843068","2026-05-09 14:59:12","https://manifestvita.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 14:59:12","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843068/","anonymous"
"3843067","2026-05-09 14:57:20","http://3xtend7-node.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843067/","anonymous"
"3843066","2026-05-09 14:57:10","https://3xtend7-node.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 14:57:10","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843066/","anonymous"
"3843065","2026-05-09 14:56:22","http://123.8.3.19:49578/bin.sh","online","2026-05-09 14:56:22","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843065/","geenensp"
"3843064","2026-05-09 14:52:13","http://222.139.119.74:44639/i","online","2026-05-09 14:52:13","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843064/","geenensp"
"3843063","2026-05-09 14:51:18","http://182.113.44.159:57112/bin.sh","online","2026-05-09 14:51:18","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3843063/","geenensp"
"3843062","2026-05-09 14:50:14","https://loaddesign.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 14:50:14","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843062/","anonymous"
"3843061","2026-05-09 14:49:12","https://6sluw.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 14:49:12","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843061/","anonymous"
"3843060","2026-05-09 14:44:27","https://ubiywot.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","offline","","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843060/","anonymous"
"3843059","2026-05-09 14:44:17","https://tzqmbji.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 14:44:17","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843059/","anonymous"
"3843058","2026-05-09 14:42:11","http://110.37.74.205:46178/bin.sh","online","2026-05-09 14:42:11","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3843058/","geenensp"
"3843057","2026-05-09 14:39:13","https://emberpetal.zen-5lora.life/c2cb43a1-3db9-486a-a707-ee88bcdb4813/google.ocx","online","2026-05-09 14:39:13","malware_download","ClearFake,SnappyClient","https://urlhaus.abuse.ch/url/3843057/","anonymous"
"3843056","2026-05-09 14:38:12","https://ulks.great-insue.pics/99c7fa93-4d32-47c2-84f9-163f7755f5e3/check.rock","online","2026-05-09 14:38:12","malware_download","ClearFake","https://urlhaus.abuse.ch/url/3843056/","anonymous"
